repo_path,project,analysis_type,version_family,version,original_path,duplicate_copies,summary
cryptic_mRNA/01_preprocessing/gen_remd_mdps.py,cryptic_mRNA,01_preprocessing,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/mdp/remd/gen_remd_mdps.py,,gen_remd_mdps.py <hyb|unhyb> — generate a geometric temperature ladder and one
cryptic_mRNA/01_preprocessing/lib_common.py,cryptic_mRNA,01_preprocessing,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/lib_common.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/lib_common.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/lib_common.py,"Shared helpers: config loading, provenance, sequence utilities."
cryptic_mRNA/01_preprocessing/merge_cnt_topology.py,cryptic_mRNA,01_preprocessing,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/scripts/merge_cnt_topology.py,,merge_cnt_topology.py — insert the frozen CNT molecule into a pdb2gmx topology
cryptic_mRNA/01_preprocessing/record_versions.sh,cryptic_mRNA,01_preprocessing,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/record_versions.sh,,Provenance capture (§6.4). Run from the pipeline root.
cryptic_mRNA/01_preprocessing/unity_modules.sh,cryptic_mRNA,01_preprocessing,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/env/unity_modules.sh,,Source this on Unity to load the GPU GROMACS + supporting modules.
cryptic_mRNA/02_peak_fitting/diagnose_fits.py,cryptic_mRNA,02_peak_fitting,,,cryptic_mRNA/exp1/diagnose_fits.py,,Diagnose whether low R2 = genuine dim peaks or a fitting bug.
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp1/extract_gaussian.py,,extract_gaussian.py
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_exp2.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp2/STMN_2/STMN_2/extract_gaussian_exp2.py,,Per-chirality split-Gaussian+baseline fit for exp2 (reuses exp1 extract_gaussian fit code).
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_exp3.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp3/extract_gaussian_exp3.py,,Per-chirality split-Gaussian+baseline fit for exp3 (reuses exp1 extract_gaussian fit code).
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_exp4_serum.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp4/serum/extract_gaussian_exp4_serum.py,,Per-chirality split-Gaussian fit for exp4 SERUM (STMN_22 = 22nt GT15-STMN2-CE sensor).
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_exp4_water.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp4/water/extract_gaussian_exp4_water.py,,Per-chirality split-Gaussian fit for exp4 SERUM (STMN_22 = 22nt GT15-STMN2-CE sensor).
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_exp5_20.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp5/20/extract_gaussian_exp5_20.py,,Per-chirality split-Gaussian fit for exp5 / 20nt GT15-STMN2-CE sensor in defined background
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_exp5_22.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp5/22/extract_gaussian_exp5_22.py,,Per-chirality split-Gaussian fit for exp5 / 22nt GT15-STMN2-CE sensor in defined background
cryptic_mRNA/02_peak_fitting/extract_gaussian/extract_gaussian_serum.py,cryptic_mRNA,02_peak_fitting,extract_gaussian,,cryptic_mRNA/exp3/serum/extract_gaussian_serum.py,,Per-chirality split-Gaussian fit for exp3 SERUM plate (reuses exp1 fit code).
cryptic_mRNA/02_peak_fitting/fit_free.py,cryptic_mRNA,02_peak_fitting,,,cryptic_mRNA/exp1/fit_free.py,,"Fit-FREE spectral descriptors (no Gaussian, no curve_fit, no R2 gate)."
cryptic_mRNA/02_peak_fitting/test_is_it_fitting.py,cryptic_mRNA,02_peak_fitting,,,cryptic_mRNA/exp1/test_is_it_fitting.py,,Is the brightness->center coupling a FITTING problem (estimator artifact) or a
cryptic_mRNA/03_batch_correction/detrend_check.py,cryptic_mRNA,03_batch_correction,,,cryptic_mRNA/exp5/22/detrend_check.py,,"Left-right detrend then re-test (1) dose null and (2) random-RNA suppression, since the two 0-types"
cryptic_mRNA/05_feature_selection_importance/analyze_brightness_specificity.py,cryptic_mRNA,05_feature_selection_importance,,,cryptic_mRNA/exp1/analyze_brightness_specificity.py,,Is the global brightening SPECIFIC to STMN2-CE on GT15-STMN2 vs the GT15 control?
cryptic_mRNA/05_feature_selection_importance/analyze_feature_tracking/analyze_feature_tracking.py,cryptic_mRNA,05_feature_selection_importance,analyze_feature_tracking,,cryptic_mRNA/exp1/analyze_feature_tracking.py,,Which features move with total intensity?
cryptic_mRNA/05_feature_selection_importance/analyze_feature_tracking/analyze_feature_tracking_3tube.py,cryptic_mRNA,05_feature_selection_importance,analyze_feature_tracking,,cryptic_mRNA/exp1/analyze_feature_tracking_3tube.py,,Feature-vs-total analysis restricted to the 3 reliably-fit tubes:
cryptic_mRNA/05_feature_selection_importance/analyze_feature_tracking/analyze_feature_tracking_r2.py,cryptic_mRNA,05_feature_selection_importance,analyze_feature_tracking,,cryptic_mRNA/exp1/analyze_feature_tracking_r2.py,,"Feature-vs-total analysis, but using ONLY peaks with fit R2 > 0.95."
cryptic_mRNA/05_feature_selection_importance/rank_specificity.py,cryptic_mRNA,05_feature_selection_importance,,,cryptic_mRNA/exp1/rank_specificity.py,,"Rank every (chirality, feature) by SPECIFIC STMN2-CE dose response:"
cryptic_mRNA/07_regression/hill_cooperativity.py,cryptic_mRNA,07_regression,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/hill_cooperativity.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/hill_cooperativity.py,Hill-coefficient cooperativity test for the GT15-STMN2 water dose-response (§14).
cryptic_mRNA/08_statistics/analyze_interaction.py,cryptic_mRNA,08_statistics,,,cryptic_mRNA/exp1/analyze_interaction.py,,analyze_interaction.py
cryptic_mRNA/08_statistics/analyze_position_ratio.py,cryptic_mRNA,08_statistics,,,cryptic_mRNA/exp1/analyze_position_ratio.py,,analyze_position_ratio.py
cryptic_mRNA/08_statistics/analyze_shift_coherence.py,cryptic_mRNA,08_statistics,,,cryptic_mRNA/exp1/analyze_shift_coherence.py,,Deeper look at the FITTED peak centers: are the shifts COHERENT (all tubes move
cryptic_mRNA/08_statistics/test_neighbor_artifact.py,cryptic_mRNA,08_statistics,,,cryptic_mRNA/exp4/serum/test_neighbor_artifact.py,,Test the NEIGHBOR / cross-talk hypothesis in exp4 serum:
cryptic_mRNA/08_statistics/test_position_detrend.py,cryptic_mRNA,08_statistics,,,cryptic_mRNA/exp4/serum/test_position_detrend.py,,"Estimate the left-right SPATIAL gradient from the BELOW-THRESHOLD (near-baseline) columns only,"
cryptic_mRNA/08_statistics/test_row_dependence/test_row_dependence.py,cryptic_mRNA,08_statistics,test_row_dependence,,cryptic_mRNA/exp4/water/test_row_dependence.py,,Test user's observation: STMN2-CE concentration trend in WATER is more evident in LOWER rows
cryptic_mRNA/08_statistics/test_row_dependence/test_row_dependence_serum.py,cryptic_mRNA,08_statistics,test_row_dependence,,cryptic_mRNA/exp4/serum/test_row_dependence_serum.py,,Same UPPER vs LOWER row split on the SERUM plate (where the high-copy response was robust).
cryptic_mRNA/08_statistics/within_row_trend.py,cryptic_mRNA,08_statistics,,,cryptic_mRNA/exp4/within_row_trend.py,,"Within-EACH-ROW concentration trend, and whether it is STABLE (reproducible) across the 8 rows."
cryptic_mRNA/09_dimensionality_reduction/analyze_chirality/analyze_chirality.py,cryptic_mRNA,09_dimensionality_reduction,analyze_chirality,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/analyze_chirality.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/analyze_chirality.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/analyze_chirality.py,"Chirality docking analysis (§11.6, Gate 4). Reads chirality pose_metrics,"
cryptic_mRNA/09_dimensionality_reduction/analyze_chirality/analyze_chirality_exp2.py,cryptic_mRNA,09_dimensionality_reduction,analyze_chirality,,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_chirality_exp2.py,,Per-chirality dose analysis for exp2 (chirality_gaussian_descriptors_exp2.csv).
cryptic_mRNA/10_qc_validation/aggregate_smoke.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/smoke/aggregate_smoke.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/smoke/aggregate_smoke.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/smoke/aggregate_smoke.py,Aggregate smoke-test status (Gate 0). Reads all per-tool JSONs and writes
cryptic_mRNA/10_qc_validation/benchmark_gate.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/benchmark_gate.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/benchmark_gate.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/benchmark_gate.py,"Benchmark gate (Gate 3, §11.3) — correct bootstrap median-difference logic."
cryptic_mRNA/10_qc_validation/gate2_thermo.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/gate2_thermo.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/gate2_thermo.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/gate2_thermo.py,"Gate 2 (thermodynamic model validity) status, from hybridization outputs."
cryptic_mRNA/10_qc_validation/smoke_docking.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/smoke/smoke_docking.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/smoke/smoke_docking.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/smoke/smoke_docking.py,"Docking-env smoke tests: Meeko ligand prep, Vina receptor parsing, base-vs-"
cryptic_mRNA/10_qc_validation/smoke_seq.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/smoke/smoke_seq.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/smoke/smoke_seq.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/smoke/smoke_seq.py,"Seq-env smoke tests: MELTING, NUPACK (blocker-aware), Biopython cross-check."
cryptic_mRNA/10_qc_validation/smoke_struct.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/smoke/smoke_struct.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/smoke/smoke_struct.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/smoke/smoke_struct.py,"Struct-env smoke tests: ASE SWCNT generator, Open Babel, AmberTools nucleic"
cryptic_mRNA/10_qc_validation/test_toy_wiring.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/tests/toy/test_toy_wiring.py,,Toy test (§16): fast checks of schema wiring + the integrity-critical rule that
cryptic_mRNA/10_qc_validation/validate_outputs.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/validate_outputs.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/validate_outputs.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/validate_outputs.py,"Output validation (§16, Gate 6 component). Verifies required outputs/gates"
cryptic_mRNA/10_qc_validation/validate_sequences.py,cryptic_mRNA,10_qc_validation,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/validate_sequences.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/validate_sequences.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/validate_sequences.py,"Sequence validation gate (§5.3, §5.4, Gate 1)."
cryptic_mRNA/11_response_analysis/analyze_2H_water/v0_analyze_2H_water.py,cryptic_mRNA,11_response_analysis,analyze_2H_water,v0,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_2H_water.py,,exp2 / 2H_WATER  --- BLIND STMN2-CE titration in neuronal-mRNA-enriched water.
cryptic_mRNA/11_response_analysis/analyze_2H_water/v2_analyze_2H_water_v2.py,cryptic_mRNA,11_response_analysis,analyze_2H_water,v2,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_2H_water_v2.py,,exp2 / 2H_WATER  -- CORRECTED layout (per user).
cryptic_mRNA/11_response_analysis/analyze_2H_water/v3_analyze_2H_water_v3.py,cryptic_mRNA,11_response_analysis,analyze_2H_water,v3,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_2H_water_v3.py,,exp2/2H_WATER v3 -- rows=8 technical replicates; between-row gradient = acquisition
cryptic_mRNA/11_response_analysis/analyze_all_dose.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_all_dose.py,,DECISIVE dose-vs-edge test across all 4 exp2 plates.
cryptic_mRNA/11_response_analysis/analyze_ch65_only.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp1/analyze_ch65_only.py,,"ch6_5-only analysis. (6,5) is the single tube with R2>=0.95 in ALL 95 wells"
cryptic_mRNA/11_response_analysis/analyze_ch75_dlambda.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp1/analyze_ch75_dlambda.py,,"(7,5)-specific Delta-lambda analysis -- the paper's designated sensor readout."
cryptic_mRNA/11_response_analysis/analyze_exp3_blind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp3/analyze_exp3_blind.py,,exp3 BLIND per-condition analysis (same analysis types as exp2).
cryptic_mRNA/11_response_analysis/analyze_exp3_nofit_blind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp3/analyze_exp3_nofit_blind.py,,exp3 BLIND per-condition analysis WITHOUT peak fitting (model-free cross-check).
cryptic_mRNA/11_response_analysis/analyze_exp3_unblind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp3/analyze_exp3_unblind.py,,exp3 UNBLINDED (v2 - no bogus position gradient; only legitimate row/heating drift removed).
cryptic_mRNA/11_response_analysis/analyze_exp4_serum_blind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp4/serum/analyze_exp4_serum_blind.py,,exp4 SERUM (STMN_22 = 22nt GT15-STMN2-CE sensor) -- BLIND model-free per-condition analysis.
cryptic_mRNA/11_response_analysis/analyze_exp4_serum_fit_blind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp4/serum/analyze_exp4_serum_fit_blind.py,,exp4 SERUM (STMN_22) -- BLIND FITTED per-condition analysis (mean gauss_max over clean chiralities).
cryptic_mRNA/11_response_analysis/analyze_exp4_serum_unblind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp4/serum/analyze_exp4_serum_unblind.py,,"exp4 SERUM UNBLINDED (STMN_22 = 22nt GT15-STMN2-CE sensor, in serum)."
cryptic_mRNA/11_response_analysis/analyze_exp4_water.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp4/water/analyze_exp4_water.py,,exp4 WATER (STMN_22 = 22nt GT15-STMN2-CE sensor) full pipeline: blind ranking + gradients
cryptic_mRNA/11_response_analysis/analyze_exp5_20.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp5/20/analyze_exp5_20.py,,exp5 / 20nt GT15-STMN2-CE sensor in defined background (SDS1%+BSA0.5%+randomRNA 30ng/mL).
cryptic_mRNA/11_response_analysis/analyze_exp5_22.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp5/22/analyze_exp5_22.py,,exp5 / 22nt GT15-STMN2-CE sensor in DEFINED BACKGROUND (SDS 1% + BSA 0.5% + random RNA 30 ng/mL).
cryptic_mRNA/11_response_analysis/analyze_response.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp1/analyze_response.py,,analyze_response.py
cryptic_mRNA/11_response_analysis/analyze_serum_blind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp3/serum/analyze_serum_blind.py,,"exp3 SERUM — BLIND per-condition analysis (fitted + model-free), same pipeline as water."
cryptic_mRNA/11_response_analysis/analyze_serum_generic.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_serum_generic.py,,"SERUM plate analyzer. Layout: 8 rows x 5 columns, ROW-MAJOR (5 cols/row). Rows = technical"
cryptic_mRNA/11_response_analysis/analyze_serum_nofit_blind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp3/serum/analyze_serum_nofit_blind.py,,exp3 SERUM — BLIND model-free (NO fitting) per-condition analysis (mirrors water no-fit).
cryptic_mRNA/11_response_analysis/analyze_serum_unblind.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp3/serum/analyze_serum_unblind.py,,exp3 SERUM UNBLINDED. 8 rows x 12 cols row-major (col11=7 reps). In serum matrix:
cryptic_mRNA/11_response_analysis/analyze_water_generic.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp2/STMN_2/STMN_2/analyze_water_generic.py,,"Generic 'water' plate analyzer (corrected layout): 6 conc-COLUMNS x 8 replicate ROWS,"
cryptic_mRNA/11_response_analysis/ratio_readouts.py,cryptic_mRNA,11_response_analysis,,,cryptic_mRNA/exp5/22/ratio_readouts.py,,"Intensity-INDEPENDENT (ratiometric / wavelength) readouts for exp5/22, which cancel the"
cryptic_mRNA/12_molecular_modeling/base_geometry.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/scripts/analysis/base_geometry.py,,base_geometry.py — per-nucleobase radial distance from the tube surface and base
cryptic_mRNA/12_molecular_modeling/blueshift_predict.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/scripts/analysis/blueshift_predict.py,,blueshift_predict.py — combine Hyb vs Unhyb radial densities into a predicted
cryptic_mRNA/12_molecular_modeling/free_energy_cycle.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/scripts/analysis/free_energy_cycle.py,,"free_energy_cycle.py — Harvey Suppl. Fig S11 thermodynamic cycle, adapted to the"
cryptic_mRNA/12_molecular_modeling/generate_conformers.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/generate_conformers.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/generate_conformers.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/generate_conformers.py,"Anchor conformer ensembles (§10) — nucleic-acid-aware, NOT RDKit/MMFF."
cryptic_mRNA/12_molecular_modeling/integrate_experimental.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/integrate_experimental.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/integrate_experimental.py,Experimental NIR integration (§14) — REAL data from ../../exp1/.
cryptic_mRNA/12_molecular_modeling/lib_dock.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/lib_dock.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/lib_dock.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/lib_dock.py,"Controlled Vina docking helpers (§11): sidewall-offset box, map reuse,"
cryptic_mRNA/12_molecular_modeling/lib_ligprep.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/lib_ligprep.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/lib_ligprep.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/lib_ligprep.py,Controlled rigid-ligand PDBQT preparation for ssDNA conformers (§10.3).
cryptic_mRNA/12_molecular_modeling/lib_struct.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/lib_struct.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/lib_struct.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/lib_struct.py,SWCNT geometry + controlled receptor-PDBQT writing (§9).
cryptic_mRNA/12_molecular_modeling/radial_density.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_CE_MD_Unity/scripts/analysis/radial_density.py,,radial_density.py — radial number-density profiles of WATER (OW) and PHOSPHATE (P)
cryptic_mRNA/12_molecular_modeling/run_docking.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/run_docking.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/run_docking.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/run_docking.py,Controlled Vina docking driver (§11) — benchmark + chirality stages.
cryptic_mRNA/12_molecular_modeling/run_hybridization.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/run_hybridization.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/run_hybridization.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/run_hybridization.py,"Hybridization thermodynamics (§8, Gate 2) — MELTING + Biopython + descriptors."
cryptic_mRNA/12_molecular_modeling/run_nupack.py,cryptic_mRNA,12_molecular_modeling,,,cryptic_mRNA/model/STMN2_SWCNT_pipeline/scripts/run_nupack.py,cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260625/code/run_nupack.py | cryptic_mRNA/model/STMN2_SWCNT_pipeline/STMN2_SWCNT_production_analysis_20260626/code/run_nupack.py,"NUPACK 4.1 analyses (§8.2, §8.4) — used only where legitimate."
